交易日期,契約,到期月份(週別),結算價,交易時段
2018/12/25,BRF,201906,-,盤後
2018/12/25,BRF,201912,1598.5,一般
2018/12/25,BRF,201912,-,盤後
2018/12/26,BRF,201902,1546.5,一般
2018/12/26,BRF,201902,-,盤後
2018/12/26,BRF,201903,1551,一般
2018/12/26,BRF,201903,-,盤後
2018/12/26,BRF,201904,1554.5,一般
2018/12/26,BRF,201904,-,盤後
2018/12/26,BRF,201906,1568,一般
2018/12/26,BRF,201906,-,盤後
2018/12/26,BRF,201912,1588,一般
2018/12/26,BRF,201912,-,盤後
2018/12/27,BRF,201902,1668,一般
2018/12/27,BRF,201902,-,盤後
2018/12/27,BRF,201903,1681,一般
2018/12/27,BRF,201903,-,盤後
2018/12/27,BRF,201904,1679,一般
2018/12/27,BRF,201904,-,盤後
2018/12/27,BRF,201906,1689.5,一般
2018/12/27,BRF,201906,-,盤後
2018/12/27,BRF,201912,1709.5,一般
2018/12/27,BRF,201912,-,盤後
2018/12/28,BRF,201902,1625,一般
2018/12/28,BRF,201902,-,盤後
2018/12/28,BRF,201903,1646,一般
2018/12/28,BRF,201903,-,盤後
2018/12/28,BRF,201904,1657,一般
2018/12/28,BRF,201904,-,盤後
2018/12/28,BRF,201906,1646.5,一般
2018/12/28,BRF,201906,-,盤後
2018/12/28,BRF,201912,1666.5,一般
2018/12/28,BRF,201912,-,盤後
2018/12/3,BRF,201902/201903     ,-,一般
2018/12/4,BRF,201902/201903     ,-,盤後
2018/12/5,BRF,201902/201903     ,-,盤後
2018/12/6,BRF,201902/201903     ,-,一般
2018/12/6,BRF,201902/201903     ,-,盤後
2018/12/10,BRF,201902/201903     ,-,一般
2018/12/10,BRF,201902/201903     ,-,盤後
2018/12/18,BRF,201902/201903     ,-,一般
2018/12/18,BRF,201902/201903     ,-,盤後
2018/12/19,BRF,201902/201903     ,-,一般
2018/12/19,BRF,201902/201903     ,-,盤後
2018/12/20,BRF,201902/201903     ,-,盤後
2018/12/21,BRF,201902/201903     ,-,一般
2018/12/21,BRF,201902/201903     ,-,盤後
2018/12/22,BRF,201902/201903     ,-,盤後
2018/12/25,BRF,201902/201903     ,-,一般
2018/12/25,BRF,201902/201903     ,-,盤後
2018/12/26,BRF,201902/201903     ,-,一般
2018/12/26,BRF,201902/201903     ,-,盤後
2018/12/27,BRF,201902/201903     ,-,一般
2018/12/27,BRF,201903/201904     ,-,一般
2018/12/28,BRF,201903/201904     ,-,盤後
